product_category,transport_mode,weather_condition,distance_km,shipment_weight,shipment_volume,traffic_index,route_complexity_score,number_of_stops,driver_experience_years,origin_warehouse_load,destination_warehouse_load,processing_time_hours,fuel_price,holiday_flag,strike_flag,dispatch_delay_hours,handling_issues_count,documentation_delay_flag,delay_duration_hours
Pharma,Road,Clear,163.33,448.62,0.83,7.36,6.95,0,19.59,0.37,1.31,20.18,113.83,0,0,6.42,2,0,63.78
Electronics,Sea,Clear,2135.19,83.86,1.1,6.08,4.08,2,17.04,0.79,0.92,12.97,95.54,0,0,9.61,2,0,72.09
Furniture,Road,Fog,1146.69,470.59,2.7,9.28,1.61,0,8.72,0.39,1.47,1.8,92.03,0,0,15.74,0,1,87.97
Furniture,Rail,Clear,2041.84,305.5,0.86,9.59,7.57,5,10.52,1.01,0.46,30.32,81.29,0,0,21.76,1,0,118.15
Clothing,Road,Clear,1928.92,62.88,3.06,3.83,8.27,4,19.69,1.01,1.41,34.74,98.98,0,0,0.6,1,0,70.48
Pharma,Rail,Clear,1023.81,84.35,1.52,3.92,3.69,4,5.81,0.72,1.0,44.16,106.23,1,0,4.1,2,0,65.86
Furniture,Sea,Storm,2960.64,33.91,1.62,2.89,8.06,2,17.76,1.39,1.37,10.15,119.01,0,0,21.36,2,0,110.25
Furniture,Road,Clear,1103.47,72.46,4.84,5.66,5.12,1,18.86,0.49,0.45,37.95,111.35,0,0,4.89,2,0,65.59
Pharma,Air,Rain,1914.35,366.33,4.05,4.4,7.57,0,9.47,0.86,1.4,2.83,115.43,0,0,23.21,2,0,81.95
Food,Air,Clear,2449.49,110.16,2.18,1.13,6.81,1,5.33,1.01,0.89,10.53,110.14,0,0,4.31,1,0,59.75
Furniture,Sea,Clear,479.12,281.27,2.29,4.55,9.37,9,3.53,0.54,0.85,44.59,85.24,0,0,22.34,1,0,108.13
Automobile,Road,Rain,936.68,360.82,0.66,1.56,3.95,8,1.92,1.28,0.98,13.61,94.62,0,0,7.9,2,0,77.22
Electronics,Air,Clear,636.97,447.74,4.24,8.19,1.99,9,4.04,0.85,1.35,28.44,82.63,0,0,23.4,0,0,96.64
Clothing,Road,Clear,2356.38,295.37,0.12,9.36,8.09,4,7.07,0.93,1.3,28.43,100.57,0,0,22.27,4,0,131.83
Furniture,Road,Rain,2413.57,285.29,0.81,3.66,8.32,7,15.58,0.79,0.45,16.94,89.34,0,0,18.89,0,0,95.3
Automobile,Road,Clear,805.03,456.5,2.72,6.86,1.23,2,8.07,1.03,0.31,24.89,83.62,1,0,17.91,2,0,78.28
Automobile,Air,Clear,62.18,148.16,1.02,1.8,2.14,4,7.58,1.28,0.92,16.43,93.15,0,0,17.56,2,0,56.93
Furniture,Sea,Fog,1298.88,102.65,3.2,4.27,8.49,6,16.97,0.7,1.49,28.36,103.38,0,0,15.98,1,1,103.61
Food,Road,Fog,2077.06,436.53,0.12,6.18,6.41,1,12.09,0.67,0.91,9.9,98.98,0,0,11.75,1,0,83.23
Electronics,Air,Clear,1886.38,38.19,0.58,1.94,5.08,2,9.47,1.39,0.47,46.38,91.07,0,0,23.39,1,0,80.24
Clothing,Air,Clear,1364.81,95.65,3.85,4.39,8.44,2,12.78,1.5,0.82,25.7,99.59,1,0,6.24,2,0,68.54
Furniture,Road,Clear,940.73,206.22,2.92,9.6,3.21,8,11.43,0.57,0.74,20.91,75.42,0,0,19.65,2,0,112.72
Clothing,Sea,Storm,1449.44,181.26,0.2,2.49,3.92,0,9.17,0.56,1.45,8.67,116.73,0,0,3.25,4,0,79.62
Pharma,Road,Rain,94.55,353.34,1.11,6.58,7.96,8,8.29,0.48,1.44,27.72,80.07,0,0,13.57,0,0,88.62
Automobile,Road,Clear,267.92,46.81,1.27,8.5,6.32,0,17.76,0.65,0.39,7.1,118.65,0,0,8.81,1,0,73.33
Automobile,Road,Storm,529.9,239.1,4.26,7.94,2.88,9,4.1,0.9,0.58,33.96,94.12,1,0,10.13,0,0,108.11
Furniture,Sea,Rain,1894.95,404.47,2.95,7.94,9.05,6,3.58,0.31,0.85,30.81,93.84,0,1,13.33,1,0,121.0
Furniture,Sea,Clear,695.46,341.99,2.75,1.53,9.95,3,16.11,0.59,0.98,26.75,118.13,0,0,0.13,3,0,53.29
Pharma,Road,Clear,1298.97,316.19,0.52,9.76,2.3,9,2.85,1.33,0.53,19.72,92.68,0,0,5.43,1,0,96.13
Food,Road,Clear,1883.16,120.44,3.32,7.54,3.67,7,19.41,0.45,1.0,22.58,71.95,0,0,16.52,2,0,102.54
Furniture,Road,Fog,2500.2,197.42,0.86,9.59,7.75,0,5.94,1.31,0.54,25.79,84.58,0,0,19.88,1,0,120.52
Automobile,Rail,Rain,1671.49,91.18,2.66,9.81,2.11,0,17.14,0.97,0.81,11.42,98.74,0,0,4.35,0,0,85.3
Clothing,Air,Clear,572.52,254.95,3.0,4.21,5.18,5,13.12,0.62,0.93,15.53,88.92,0,0,11.33,0,1,67.75
Electronics,Sea,Rain,2857.63,292.5,4.23,5.89,2.97,4,16.28,0.85,1.47,41.03,85.68,0,0,4.67,0,0,90.73
Clothing,Rail,Rain,315.54,315.96,4.05,7.57,6.98,4,8.29,0.51,0.38,4.18,75.22,0,0,13.12,1,0,77.26
Food,Sea,Clear,1133.0,438.1,1.03,8.64,4.24,1,4.46,1.02,1.41,38.41,112.98,0,0,14.37,2,0,87.61
Electronics,Air,Clear,2767.91,31.85,4.59,9.74,8.63,1,18.99,0.4,0.46,18.69,98.81,0,1,3.31,0,1,107.27
Clothing,Road,Rain,1826.88,194.77,0.11,9.77,5.12,3,15.84,1.03,0.42,19.79,117.03,0,0,17.02,4,0,115.08
Clothing,Rail,Clear,2004.82,295.89,1.72,3.95,5.83,1,3.43,0.87,0.65,18.61,98.88,1,0,23.31,6,0,92.51
Pharma,Road,Clear,939.99,285.49,0.43,7.12,9.0,3,9.13,0.3,0.98,29.2,98.77,0,0,21.12,1,0,93.39
Food,Road,Clear,281.69,11.83,3.63,2.32,7.92,4,6.94,1.41,0.8,22.54,84.77,0,0,19.66,2,0,71.5
Automobile,Road,Clear,1128.99,95.47,2.55,8.29,8.28,3,3.52,0.34,0.93,21.43,94.55,0,0,19.23,2,0,97.71
Pharma,Air,Rain,1236.36,423.03,0.96,2.44,1.11,5,12.05,1.32,1.23,6.65,72.58,0,0,12.37,1,0,69.8
Electronics,Air,Clear,847.3,258.18,0.52,9.02,6.92,2,14.93,0.61,1.3,45.29,86.97,0,0,21.21,1,0,102.69
Automobile,Air,Rain,685.68,207.37,1.21,9.81,5.19,1,5.05,1.48,1.45,37.93,83.22,0,1,17.11,1,0,104.12
Pharma,Road,Clear,1098.75,450.19,4.61,1.78,8.95,0,11.22,1.5,1.41,23.6,93.07,0,0,5.22,1,0,56.61
Food,Air,Rain,1936.28,38.4,3.42,5.61,1.34,4,4.42,0.58,0.53,8.46,87.65,0,0,3.67,2,0,69.77
Furniture,Road,Clear,2849.65,461.23,1.29,3.38,8.6,3,13.39,0.6,1.16,44.92,114.53,0,0,8.91,1,0,92.07
Furniture,Air,Rain,2126.15,14.86,4.48,5.23,2.22,8,14.13,1.32,1.2,9.36,71.97,0,0,2.52,3,0,86.55
Electronics,Road,Rain,2349.83,281.77,0.77,3.64,6.33,9,10.3,0.47,0.87,8.25,81.5,0,0,2.62,3,0,95.55
Furniture,Rail,Rain,952.9,277.99,3.47,1.59,7.54,0,13.46,0.3,1.36,9.64,73.73,0,0,11.85,1,0,62.35
Pharma,Rail,Storm,358.84,319.9,2.18,4.55,2.78,8,14.13,1.06,1.21,5.32,99.74,0,0,10.98,2,0,88.1
Electronics,Rail,Clear,909.96,15.78,1.41,2.84,2.5,7,18.29,0.63,0.78,8.76,112.69,0,0,20.61,2,0,68.28
Automobile,Rail,Fog,1237.83,265.73,1.39,5.94,7.14,9,16.78,0.74,0.81,31.23,98.64,0,0,5.67,0,0,97.82
Food,Air,Storm,2085.15,57.69,2.55,7.13,2.5,3,16.53,0.84,0.75,10.88,73.19,0,0,23.26,0,0,102.09
Electronics,Road,Rain,2821.11,78.83,4.66,4.65,5.62,1,0.92,0.62,0.91,21.92,78.04,0,0,3.76,4,0,95.96
Automobile,Air,Storm,2437.41,108.46,3.74,2.83,3.36,2,5.62,0.44,1.18,26.74,80.33,0,0,19.2,3,0,87.5
Electronics,Road,Clear,835.88,306.98,3.34,2.73,1.28,9,4.27,1.15,0.68,33.25,88.91,0,0,18.99,1,1,90.92
Clothing,Road,Clear,2469.89,195.65,4.39,1.02,1.6,8,19.88,0.89,0.57,9.17,105.37,0,0,10.03,1,1,84.09
Clothing,Road,Rain,1264.65,43.58,2.89,7.32,2.18,9,11.5,1.22,0.34,25.36,114.42,0,0,21.74,1,0,111.04
Electronics,Sea,Fog,567.54,145.22,1.04,3.28,5.91,1,3.89,1.39,1.26,46.32,118.03,0,0,1.12,2,0,67.3
Furniture,Road,Clear,1410.7,39.23,4.89,9.74,2.9,7,11.62,0.57,0.73,22.02,76.11,0,0,12.44,2,0,107.55
Clothing,Road,Rain,1711.5,332.4,2.72,7.72,8.65,9,14.04,1.37,1.2,30.23,90.5,0,0,3.9,0,0,109.87
Food,Sea,Storm,2302.05,279.18,1.64,3.66,1.24,0,16.55,1.45,0.43,47.28,76.91,0,0,7.0,0,0,69.39
Automobile,Rail,Fog,1082.19,204.44,3.91,2.43,6.94,3,5.94,0.66,0.94,21.97,91.8,0,0,0.71,2,0,61.89
Pharma,Road,Clear,483.0,463.91,2.37,6.62,1.81,2,11.38,1.33,0.78,23.04,75.58,0,0,13.19,1,0,67.95
Clothing,Sea,Clear,328.34,259.84,0.16,8.78,9.01,9,6.39,0.63,0.87,35.83,110.35,0,0,9.11,0,0,105.27
Electronics,Road,Clear,381.72,443.88,1.67,6.26,1.37,1,9.28,1.3,1.41,17.95,109.76,0,0,1.75,2,0,57.74
Furniture,Rail,Rain,2852.57,289.96,2.34,1.1,2.29,2,8.44,1.39,0.38,9.24,117.81,0,0,16.06,0,0,80.26
Pharma,Air,Fog,2857.67,189.02,1.93,8.08,3.5,2,4.67,1.46,0.8,5.98,72.12,1,0,23.57,1,0,111.37
Automobile,Air,Rain,2907.83,269.96,2.8,9.68,1.91,8,6.22,0.99,1.29,35.99,79.14,0,0,3.11,0,0,119.77
Automobile,Rail,Fog,942.34,76.78,1.0,1.43,9.2,2,5.51,0.96,1.04,24.17,114.88,0,0,8.86,4,0,76.18
Clothing,Road,Storm,615.26,337.7,2.9,8.28,2.19,8,16.32,0.42,1.48,16.08,100.84,0,0,10.46,1,0,108.13
Automobile,Road,Rain,2943.7,491.08,4.93,7.47,1.75,3,3.34,0.95,1.19,6.64,92.26,0,0,11.22,0,0,95.78
Automobile,Air,Clear,2965.38,124.47,3.79,4.58,1.54,0,19.45,1.31,0.41,45.12,103.95,0,0,2.51,3,0,78.69
Furniture,Road,Clear,281.13,162.28,3.45,6.71,8.25,7,8.33,0.31,0.75,6.51,82.27,1,0,6.57,0,1,89.0
Furniture,Sea,Clear,2269.96,203.64,1.08,2.43,6.85,9,4.9,1.39,0.69,47.4,106.24,1,0,10.14,2,0,99.74
Furniture,Road,Clear,901.56,242.26,2.95,7.48,7.81,4,15.37,0.99,0.89,29.73,94.48,0,0,10.3,0,0,83.3
Electronics,Road,Clear,2732.43,359.83,4.12,6.23,7.34,1,2.3,1.07,1.05,39.83,102.7,0,0,9.28,0,0,90.62
Automobile,Air,Clear,313.21,69.2,1.28,1.78,9.71,8,16.4,1.18,0.6,19.44,85.07,0,0,20.61,2,0,77.05
Automobile,Road,Clear,2671.3,151.93,0.53,8.81,7.92,6,6.56,1.41,1.05,10.55,96.56,0,0,10.56,2,0,113.17
Automobile,Road,Rain,57.73,269.8,3.34,2.16,4.44,5,3.85,1.13,0.62,8.91,74.72,0,0,14.17,0,0,56.3
Food,Road,Clear,1589.83,295.2,3.4,4.94,3.61,1,16.97,0.83,0.45,38.28,79.24,0,0,18.66,1,0,79.1
Furniture,Sea,Rain,1039.91,268.78,4.04,2.18,3.63,5,12.11,1.33,0.92,17.31,70.1,0,1,0.64,4,0,78.77
Pharma,Road,Rain,1310.63,218.31,3.18,6.82,3.81,6,11.0,1.44,0.89,15.45,85.03,0,0,23.26,2,1,122.88
Clothing,Road,Rain,1329.66,356.03,4.26,7.64,2.68,4,6.33,1.05,0.79,26.61,70.51,0,0,14.69,0,0,94.45
Pharma,Road,Rain,1978.13,103.03,1.4,9.53,4.54,4,10.26,1.22,0.94,28.01,94.87,1,0,18.73,1,0,126.43
Electronics,Road,Rain,118.14,142.08,0.27,3.27,1.99,3,15.73,0.96,0.9,11.94,71.71,0,0,9.5,3,0,48.8
Electronics,Road,Fog,2089.52,222.8,3.69,4.3,3.67,9,9.8,0.43,1.0,42.62,79.53,0,0,19.59,2,0,113.51
Automobile,Rail,Clear,115.48,348.06,1.99,4.48,2.58,0,12.8,1.03,1.46,44.89,92.74,0,0,11.88,4,0,66.68
Pharma,Sea,Clear,596.56,42.09,1.13,1.87,9.28,9,1.26,0.98,1.15,11.99,85.79,0,0,1.43,1,0,69.55
Automobile,Road,Clear,1839.89,58.72,0.35,8.27,5.15,6,12.06,0.9,1.34,31.73,79.72,0,1,6.3,2,0,105.35
Food,Air,Rain,304.99,391.42,3.8,1.74,8.4,2,5.0,0.98,0.9,19.62,89.96,0,1,0.3,3,0,68.81
Electronics,Sea,Clear,2973.17,131.22,4.15,4.05,6.3,4,14.84,0.71,1.13,10.02,73.83,1,0,22.36,1,0,110.53
Electronics,Road,Clear,2363.93,481.78,2.01,2.71,6.39,7,6.61,1.26,0.38,20.38,104.94,0,0,19.91,4,0,107.9
Pharma,Road,Clear,2131.71,480.74,4.44,6.98,1.03,1,6.24,0.59,1.28,35.24,97.19,0,0,23.68,1,0,94.31
Electronics,Sea,Rain,839.66,343.29,2.14,9.15,1.11,3,8.58,0.82,1.44,25.48,80.66,0,0,7.42,1,0,90.45
Food,Rail,Rain,193.27,358.72,4.76,7.72,3.51,8,2.79,1.16,1.47,21.0,112.22,0,0,2.8,1,0,79.66
Food,Road,Clear,2937.4,325.85,4.92,7.97,1.53,1,15.19,0.97,0.52,19.97,74.04,0,0,21.62,3,0,104.37
Food,Road,Clear,486.15,89.49,4.11,1.71,3.49,7,12.75,0.46,1.46,21.82,108.77,0,0,11.02,2,0,62.77
Clothing,Road,Storm,2500.17,250.73,1.36,7.65,6.56,8,5.97,0.89,0.95,17.21,71.48,0,0,0.8,0,0,107.51
Food,Road,Storm,632.68,396.72,1.89,1.56,7.38,2,15.56,1.2,1.32,3.78,99.11,0,0,0.86,3,0,64.86
Food,Rail,Clear,1153.58,387.56,2.71,5.36,6.51,4,19.25,0.38,1.2,42.19,99.47,0,0,1.44,0,0,62.52
Clothing,Air,Storm,2096.09,449.49,1.71,7.23,5.99,3,17.21,1.32,1.39,45.93,77.16,1,0,20.97,1,0,124.86
Automobile,Air,Clear,2838.83,450.5,4.11,3.29,1.73,9,8.58,0.91,1.04,34.93,106.07,0,0,0.03,1,0,80.18
Furniture,Road,Clear,108.36,131.48,4.64,7.14,2.15,9,6.24,0.93,0.69,11.32,97.05,0,0,20.78,3,1,101.63
Electronics,Road,Clear,819.27,361.14,4.93,8.92,1.37,7,0.66,0.98,1.21,32.42,82.78,1,0,2.46,1,0,100.4
Food,Road,Fog,2306.65,326.02,1.75,8.9,8.31,7,5.55,0.59,0.65,41.95,106.2,0,0,18.54,0,0,130.66
Electronics,Rail,Clear,561.51,443.03,1.42,2.73,3.91,4,2.76,0.76,0.62,33.97,93.6,0,1,13.98,2,1,72.5
Pharma,Air,Clear,378.79,92.55,0.89,3.47,4.62,4,16.65,1.1,0.51,36.68,91.52,0,0,20.83,0,0,63.71
Electronics,Road,Fog,186.24,370.16,0.33,6.99,6.62,0,15.66,0.77,0.39,15.66,70.28,0,0,17.44,1,0,79.52
Automobile,Road,Rain,1532.35,212.24,0.97,8.57,9.72,4,9.68,1.43,1.27,38.07,94.74,0,0,17.53,1,0,122.84
Clothing,Rail,Storm,2314.81,197.85,1.49,5.1,6.54,0,2.78,1.39,0.66,9.43,101.22,0,0,0.72,2,0,85.5
Electronics,Air,Clear,2887.12,18.86,2.02,9.3,2.06,3,10.63,0.51,0.78,34.02,110.87,0,0,20.97,1,0,113.89
Electronics,Road,Clear,839.08,480.77,0.64,6.17,9.12,6,10.85,0.54,1.23,11.74,117.78,0,0,7.06,2,0,86.57
Electronics,Road,Fog,408.05,338.21,4.12,3.36,3.07,1,12.81,0.79,0.34,29.68,81.53,0,0,23.28,1,0,69.55
Furniture,Road,Rain,1237.53,295.76,3.13,1.18,8.12,0,10.75,1.0,0.7,19.56,111.98,0,0,5.01,1,1,58.75
Furniture,Rail,Storm,213.55,126.33,2.86,8.27,7.73,1,2.44,1.36,1.41,28.76,75.47,0,1,8.4,3,0,102.6
Pharma,Air,Fog,1027.51,329.56,2.77,1.84,4.74,6,12.96,0.45,0.54,13.93,105.38,1,0,5.22,1,0,55.0
Clothing,Rail,Rain,1947.09,472.86,1.52,1.71,5.7,2,19.82,1.25,0.4,46.45,104.41,0,0,22.18,2,0,85.72
Electronics,Sea,Clear,546.09,82.48,4.69,7.99,3.06,4,12.85,0.45,1.46,40.02,70.73,0,1,6.59,0,1,92.53
Electronics,Sea,Clear,1914.04,491.92,1.24,1.28,7.32,0,7.58,0.97,1.11,35.94,92.3,0,0,19.66,5,0,84.25
Electronics,Road,Clear,2917.25,214.29,3.38,8.58,9.81,9,12.63,1.0,1.28,27.31,101.2,0,0,22.2,1,1,146.03
Electronics,Road,Clear,2599.39,489.14,1.34,6.39,4.84,9,11.4,1.46,0.5,39.13,111.2,0,0,20.29,2,0,116.88
Furniture,Road,Fog,1102.66,317.3,4.95,6.73,9.98,9,2.35,1.2,0.31,34.05,112.27,0,0,23.29,2,0,124.95
Automobile,Road,Clear,1293.41,162.73,4.57,9.44,3.27,7,12.87,1.17,0.97,16.47,83.7,0,0,13.5,1,0,103.31
Automobile,Rail,Fog,1287.0,187.85,1.4,8.8,2.09,3,13.23,0.33,1.09,8.68,99.01,0,0,9.52,3,0,88.42
Pharma,Sea,Storm,2586.71,145.99,4.94,1.68,9.99,9,7.32,1.21,0.57,22.33,108.19,0,0,19.03,1,0,132.21
Food,Air,Fog,2981.79,168.05,3.17,8.68,4.38,1,6.37,1.11,0.32,32.35,111.0,0,0,9.39,1,0,95.44
Clothing,Road,Fog,2486.39,323.62,3.67,7.0,8.73,7,10.2,1.12,1.46,20.59,89.85,1,0,6.93,0,0,110.33
Automobile,Road,Rain,1696.45,9.29,1.49,3.85,1.27,9,3.33,0.36,0.74,38.27,91.21,0,0,18.29,1,1,100.56
Electronics,Road,Storm,337.23,483.85,1.16,8.68,6.65,4,2.29,0.77,1.16,14.56,100.83,0,0,13.3,1,0,106.86
Automobile,Rail,Rain,2865.73,384.5,4.3,1.21,1.03,1,15.22,0.44,0.87,19.2,80.6,0,0,16.01,1,0,65.18
Pharma,Road,Rain,2587.14,470.56,1.45,8.54,5.54,8,4.07,1.39,0.61,44.67,98.27,0,0,21.78,1,0,136.74
Food,Road,Rain,2532.16,359.05,4.6,6.58,7.63,5,5.34,0.74,1.44,12.56,103.31,0,0,21.12,1,0,114.16
Automobile,Road,Rain,1205.86,241.04,1.9,3.35,6.59,7,7.93,1.35,0.96,8.82,73.09,0,0,21.9,1,1,98.28
Pharma,Sea,Clear,1369.16,95.67,0.14,1.05,6.65,1,14.52,0.68,0.71,8.76,99.91,0,0,2.66,2,0,55.38
Furniture,Air,Clear,403.0,258.64,3.0,5.69,3.94,4,11.55,1.11,1.18,9.89,114.59,0,0,21.95,1,1,82.44
Food,Sea,Clear,2816.73,356.14,1.83,4.8,6.7,2,9.42,0.31,1.05,2.65,94.06,0,0,17.95,3,1,101.12
Pharma,Rail,Clear,2832.54,427.24,4.88,8.76,8.69,7,19.69,1.14,1.14,21.15,104.48,0,0,1.49,4,0,117.84
Automobile,Air,Clear,800.6,162.74,1.99,8.09,5.47,0,9.68,1.14,1.3,26.56,104.88,0,0,9.06,2,1,83.07
Furniture,Road,Storm,2103.22,255.73,1.64,6.31,5.88,8,11.95,0.47,0.49,33.76,109.55,0,0,22.87,1,0,120.04
Pharma,Road,Rain,650.29,310.37,2.88,2.36,8.55,5,2.11,0.84,0.37,3.83,92.3,0,1,8.88,2,0,72.46
Pharma,Air,Clear,1209.19,294.71,3.68,7.54,2.1,0,5.8,1.12,0.86,26.28,104.84,0,0,22.99,1,0,87.45
Automobile,Sea,Storm,942.03,27.13,4.84,6.34,6.41,2,6.21,0.94,0.33,38.11,74.09,0,0,21.95,0,0,94.88
Food,Road,Fog,1199.29,242.21,0.44,1.2,5.27,7,4.86,1.41,0.55,28.0,94.73,0,0,16.17,1,0,89.04
Furniture,Road,Storm,961.47,404.71,2.16,7.86,4.76,7,6.28,0.55,0.5,12.95,112.73,0,0,5.22,0,0,92.27
Electronics,Air,Rain,1068.61,401.35,3.35,8.49,4.67,2,9.93,1.46,1.22,31.65,112.25,0,0,16.19,0,0,102.49
Clothing,Road,Clear,2383.63,254.06,0.12,7.97,6.7,9,17.2,0.89,1.24,17.85,94.3,1,0,1.45,0,0,106.76
Food,Air,Clear,935.08,476.23,2.5,2.59,9.08,7,13.07,1.5,0.46,29.65,114.12,0,0,8.32,1,0,65.48
Furniture,Road,Rain,2453.35,413.29,4.05,5.52,6.85,5,16.06,0.81,0.67,46.05,77.49,0,0,2.33,1,0,96.31
Pharma,Road,Clear,1725.37,368.93,0.35,5.75,3.38,6,10.01,1.34,1.15,13.25,112.13,0,0,19.86,2,0,96.65
Furniture,Road,Clear,2352.31,258.28,1.77,9.41,2.24,1,11.57,1.3,0.54,33.44,72.03,0,0,17.49,0,0,99.22
Clothing,Air,Fog,2760.73,295.75,2.06,9.33,9.8,0,1.85,0.95,0.72,27.12,75.86,0,0,1.68,1,0,105.27
Automobile,Air,Rain,458.35,112.39,3.61,1.56,3.74,0,3.26,1.22,0.74,19.37,73.85,0,0,23.87,1,0,53.23
Clothing,Road,Clear,1064.48,266.67,1.55,9.99,5.2,2,16.71,1.19,0.39,1.14,107.73,0,0,3.75,2,0,80.91
Electronics,Sea,Clear,213.89,263.48,1.31,8.08,1.16,6,19.86,0.46,0.54,43.08,106.73,0,0,0.98,3,0,74.57
Electronics,Road,Clear,1250.38,102.18,0.67,4.38,8.3,8,15.77,1.18,0.56,40.74,99.1,1,0,9.32,1,0,93.99
Clothing,Road,Clear,750.34,475.62,4.98,7.69,8.14,1,4.34,1.17,1.18,45.26,114.37,0,0,8.95,3,0,82.66
Food,Air,Rain,1736.45,123.13,2.41,4.39,7.25,5,0.98,0.82,0.65,31.54,113.38,0,0,14.5,3,0,97.72
Food,Road,Clear,2361.0,53.01,0.34,9.43,4.2,7,1.27,0.48,1.19,26.0,84.19,0,0,9.41,1,0,119.81
Pharma,Air,Storm,1484.78,234.04,0.48,4.4,4.36,8,5.73,0.84,0.92,8.17,88.91,1,0,1.12,0,0,78.31
Electronics,Sea,Storm,1034.19,343.35,0.73,7.89,5.46,9,17.68,1.2,0.4,22.71,119.81,1,0,19.27,0,0,121.7
Pharma,Air,Rain,500.04,98.38,1.14,2.4,4.62,2,4.66,1.36,0.56,20.62,102.1,0,0,12.39,1,1,61.38
Electronics,Air,Storm,129.15,92.26,3.73,8.67,2.52,4,13.03,0.74,0.35,12.82,86.03,0,0,16.35,1,0,92.8
Clothing,Air,Clear,2049.75,131.47,2.84,6.58,3.08,4,3.2,0.71,1.46,39.9,117.82,0,0,1.77,3,0,87.85
Food,Road,Rain,140.11,152.06,3.91,8.27,3.98,7,14.28,0.54,1.29,32.27,90.46,0,0,15.37,4,0,110.95
Food,Road,Rain,2766.47,123.85,0.2,4.76,1.18,0,3.37,0.74,0.62,35.29,79.81,0,0,21.04,2,1,102.58
Clothing,Road,Rain,1802.98,235.88,1.4,4.12,4.07,2,8.0,0.59,0.72,33.85,85.57,0,0,5.32,2,0,71.23
Pharma,Sea,Clear,1092.22,10.11,2.09,5.79,8.39,5,4.52,0.7,1.15,5.84,94.84,1,1,12.78,0,0,96.41
Pharma,Road,Clear,173.65,44.67,2.2,4.49,5.22,5,5.89,0.95,0.85,36.28,99.16,0,0,22.32,3,0,74.53
Furniture,Road,Clear,1269.79,364.95,0.36,5.63,2.67,3,14.34,0.98,1.02,40.81,77.56,0,0,12.61,1,0,71.19
Electronics,Sea,Rain,2608.53,206.76,2.61,4.88,7.25,4,11.45,1.19,0.33,22.96,100.08,0,0,10.67,1,0,96.01
Pharma,Rail,Storm,2910.98,180.8,1.5,2.77,1.19,9,2.47,1.48,1.41,39.85,93.02,0,0,22.9,2,0,120.62
Clothing,Sea,Rain,300.54,6.21,1.04,9.79,2.39,2,16.77,0.41,0.61,19.71,106.41,0,0,7.36,2,1,88.98
Pharma,Air,Storm,2342.56,149.81,3.39,1.14,6.24,3,12.27,0.58,1.09,35.83,72.07,1,0,3.43,1,0,76.72
Food,Road,Clear,812.15,410.77,0.51,9.33,7.05,9,6.01,0.79,1.44,32.95,119.26,1,0,10.25,0,0,118.32
Electronics,Rail,Storm,1169.34,170.84,4.35,8.45,3.65,9,8.28,1.46,1.09,42.76,76.57,0,0,4.86,0,0,119.59
Automobile,Road,Rain,1665.63,481.88,4.51,4.79,3.5,0,17.7,0.64,1.2,25.63,111.44,0,0,3.21,2,0,62.03
Furniture,Road,Clear,2984.45,195.59,1.7,3.9,1.19,5,6.85,1.35,1.46,9.38,108.19,1,0,11.31,4,0,102.55
Electronics,Rail,Rain,666.0,232.6,4.94,2.48,3.56,4,5.95,0.79,1.11,14.44,111.7,0,0,7.91,3,0,63.36
Food,Air,Rain,434.97,401.15,2.07,2.2,9.63,4,4.61,1.45,0.91,23.01,82.16,0,0,6.82,0,0,63.93
Food,Sea,Clear,1805.18,491.53,4.82,5.96,4.57,3,15.87,0.34,0.94,22.86,111.09,0,0,8.42,4,0,83.18
Food,Sea,Storm,2566.49,186.43,4.94,1.95,3.95,8,5.48,0.59,0.35,31.63,81.18,0,0,10.59,0,0,105.72
Food,Sea,Fog,1962.24,60.85,4.15,5.29,6.64,8,9.75,0.35,0.4,2.16,92.24,0,0,8.6,2,0,98.59
Clothing,Road,Clear,1075.35,262.01,0.71,8.33,9.9,4,0.69,1.2,0.97,23.72,114.12,1,0,5.01,1,0,97.02
Furniture,Air,Clear,2932.1,296.29,2.96,7.81,4.94,6,19.2,1.08,0.94,28.2,117.4,0,0,3.09,1,0,107.1
Automobile,Rail,Clear,2985.34,479.77,3.69,2.19,1.85,2,16.75,0.58,0.91,31.12,91.13,0,0,8.74,1,1,71.89
Food,Sea,Fog,2323.41,207.55,0.48,9.65,7.46,0,13.23,0.37,0.47,35.36,99.06,1,0,8.92,0,0,114.78
Food,Road,Clear,2417.13,46.31,4.48,3.58,9.08,0,6.49,1.25,1.41,33.14,87.9,1,0,2.74,1,0,77.91
Pharma,Road,Clear,2294.48,325.82,4.27,7.35,7.12,2,4.16,1.21,1.39,36.25,85.46,0,0,5.24,0,0,99.4
Furniture,Sea,Clear,810.1,11.53,4.68,3.7,5.48,2,9.04,1.4,0.66,41.13,98.03,0,0,22.1,1,0,75.73
Electronics,Road,Clear,493.28,213.28,2.62,6.56,3.22,4,4.86,0.5,0.78,4.99,72.95,0,0,2.29,1,0,59.83
Furniture,Air,Clear,1685.34,205.41,1.69,6.15,5.01,7,18.77,0.99,0.76,21.75,100.48,0,0,1.9,2,0,75.49
Furniture,Road,Clear,2864.73,128.15,2.58,2.6,4.8,5,14.8,1.4,0.57,10.07,108.96,0,0,8.74,1,0,75.85
Automobile,Road,Clear,2640.96,482.19,3.67,6.87,9.66,7,13.95,0.55,0.7,1.33,78.33,0,0,19.56,2,0,112.93
